ID	Population	Taxon	HWe	HW	IFW1	IFW2	HL1	HL2	ScL	EL	Om	WL	PL	PPL	GL	HFL	PrW	hw1	hw2	hw3	CI	FLI	SI	notch	EI	FLD	CEI
serico382	AMA	AMA	1.02	1.04	0.704	0.256	1	0.875	0.75	0.162	10	1.333	0.279	0.21	0.899	1.054	0.672	1	1.12	0.72	102	69.02	73.53	0.13	15.88	0.45	12.25
serico383	AMA	AMA	1.025	1.025	0.72	0.256	1	0.9	0.744	0.175	9	1.125	0.25	0.2	0.95	1.18	0.704	1.04	1.16	0.65	102.5	70.24	72.59	0.1	17.07	0.46	9.76
serico384	AMA	AMA	1.04	1.06	0.7	0.24	0.975	0.85	0.78	0.162	9	1.333	0.279	0.248	0.93	1.15	0.704	1	1.085	0.72	106.67	67.31	75	0.13	15.58	0.46	12.02
serico385	AMA	AMA	1.05	1.05	0.72	0.272	1.025	0.9	0.775	0.162	10	1.52	0.3	0.225	0.992	1.175	0.725	0.992	1.116	0.7	102.44	68.57	73.81	0.13	15.43	0.45	11.9
serico386	AMA	AMA	1.025	1.025	0.7	0.26	0.975	0.875	0.75	0.153	9	1.333	0.3	0.186	0.96	1.15	0.72	0.961	1.085	0.682	105.13	68.29	73.17	0.1	14.93	0.44	9.76
serico387	AMA	AMA	1	1	0.688	0.24	0.94	0.84	0.75	0.153	9	1.325	0.275	0.175	0.961	1.1	0.64	0.975	1.075	0.7	106.38	68.8	75	0.1	15.3	0.45	10
serico388	AMA	AMA	1.15	1.175	0.78	0.28	1.1	0.975	0.775	0.18	10	1.395	0.325	0.25	1.075	1.22	0.74	1.04	1.24	0.84	104.55	67.83	67.39	0.13	15.65	0.5	10.87
serico389	AMA	AMA	1.125	1.15	0.75	0.275	1.054	0.93	0.8	0.171	10	1.44	0.35	0.26	1.04	1.225	0.74	1.08	1.24	0.8	106.74	66.67	71.11	0.12	15.2	0.48	11.02
serico390	AMA	AMA	1.116	1.147	0.78	0.28	1.054	0.93	0.8	0.162	10	1.5	0.275	0.25	1.04	1.209	0.75	1.054	1.209	0.806	105.88	69.89	71.68	0.12	14.52	0.5	11.11
serico391	AMA	AMA	1.12	1.08	0.75	0.275	1.023	0.899	0.775	0.168	10	1.395	0.325	0.25	1	1.178	0.75	1.04	1.16	0.8	109.48	66.96	69.2	0.12	15	0.48	11.07
serico392	AMA	AMA	1.085	1.116	0.75	0.25	1.12	1	0.8	0.162	11	1.426	0.4	0.22	1.025	1.178	0.744	1.085	1.209	0.775	96.88	69.12	73.73	0.12	14.93	0.5	11.06
serico393	AMA	AMA	1.15	1.175	0.8	0.3	1.116	0.961	0.825	0.18	10	1.457	0.3	0.225	1.08	1.3	0.775	1.16	1.28	0.74	103.05	69.57	71.74	0.16	15.65	0.5	13.48
serico394	AMA	AMA	1.054	1.054	0.72	0.24	0.975	0.875	0.725	0.153	9	1.36	0.3	0.275	0.95	1.116	0.68	1.025	1.15	0.75	108.1	68.31	68.79	0.1	14.52	0.48	9.49
serico395	AMA	AMA	1.209	1.24	0.864	0.288	1.2	1.04	0.84	0.198	11	1.55	0.325	0.25	1.1	1.375	0.82	1.178	1.333	0.899	100.75	71.46	69.48	0.16	16.38	0.58	13.23
serico396	AMA	AMA	1.116	1.116	0.775	0.275	1.054	0.93	0.8	0.176	10	1.48	0.34	0.24	1.023	1.24	0.775	1.085	1.209	0.806	105.88	69.44	71.68	0.12	15.77	0.5	11.11
serico397	AMA	AMA	1.075	1.075	0.72	0.275	1.05	0.95	0.713	0.168	9	1.36	0.325	0.18	1	1.178	0.68	1.023	1.147	0.682	102.38	66.98	66.33	0.1	15.63	0.45	9.3
serico398	AMA	AMA	1.085	1.085	0.752	0.256	1.05	0.9	0.713	0.192	11	1.302	0.28	0.2	0.96	1.2	0.682	1.023	1.147	0.682	103.33	69.31	65.71	0.15	17.7	0.5	13.82
serico399	AMA	AMA	1.023	1.054	0.7	0.24	1.025	0.9	0.744	0.175	10	1.333	0.279	0.186	0.96	1.175	0.66	0.992	1.085	0.682	99.8	68.43	72.73	0.13	17.11	0.46	12.22
serico400	AMA	AMA	1.15	1.15	0.752	0.288	1.085	0.961	0.8	0.153	10	1.395	0.341	0.186	1.023	1.275	0.744	1.125	1.275	0.775	105.99	65.39	69.57	0.12	13.3	0.46	10.78
serico401	AMA	AMA	1.147	1.147	0.76	0.26	1.085	0.93	0.775	0.176	10	1.48	0.3	0.225	1	1.2	0.744	1.085	1.209	0.775	105.71	66.26	67.57	0.16	15.34	0.5	13.51
serico402	AMA	AMA	1.209	1.24	0.84	0.3	1.147	0.992	0.868	0.192	11	1.6	0.325	0.175	1.116	1.28	0.92	1.178	1.364	0.837	105.41	69.48	71.79	0.16	15.88	0.54	12.82
serico403	AMA	AMA	1.075	1.1	0.76	0.272	1.023	0.93	0.744	0.168	8	1.364	0.272	0.24	1	1.184	0.78	1.04	1.116	0.682	105.08	70.7	69.21	0.09	15.63	0.49	8.65
serico404	AMA	AMA	0.975	0.975	0.64	0.24	0.95	0.85	0.7	0.144	9	1.271	0.275	0.25	0.837	1.023	0.625	0.899	0.992	0.704	102.63	65.64	71.79	0.1	14.77	0.4	10.26
serico405	AMA	AMA	0.925	0.95	0.624	0.208	0.9	0.8	0.675	0.161	8	1.178	0.3	0.225	0.85	1	0.608	0.9	1	0.66	102.78	67.46	72.97	0.1	17.41	0.42	10.81
serico406	AMA	AMA	1.02	1.04	0.72	0.26	1	0.9	0.8	0.153	9	1.325	0.3	0.275	0.93	1.125	0.744	1	1.1	0.68	102	70.59	78.43	0.1	15	0.46	9.8
serico407	AMA	AMA	1.025	1	0.68	0.28	0.961	0.868	0.725	0.168	8	1.302	0.279	0.26	0.868	1.08	0.713	1	1.08	0.7	106.66	66.34	70.73	0.09	16.39	0.4	9.07
serico408	AMA	AMA	1.05	1.05	0.725	0.256	0.975	0.875	0.75	0.154	8	1.36	0.275	0.25	0.899	1.1	0.713	0.96	1.08	0.72	107.69	69.05	71.43	0.1	14.67	0.47	9.52
serico409	AMA	AMA	0.98	0.98	0.68	0.26	0.95	0.85	0.682	0.16	9	1.325	0.275	0.225	0.88	1.125	0.688	0.96	1.04	0.7	103.16	69.39	69.59	0.1	16.33	0.42	10.2
serico410	AMA	AMA	0.95	0.975	0.64	0.24	0.9	0.825	0.675	0.16	8	1.25	0.25	0.2	0.85	1.04	0.625	0.88	1	0.6	105.56	67.37	71.05	0.08	16.84	0.4	7.89
serico411	AMA	AMA	0.975	0.975	0.656	0.224	0.925	0.825	0.68	0.144	9	1.24	0.3	0.24	0.775	1.05	0.624	0.92	1	0.7	105.41	67.28	69.74	0.1	14.77	0.43	10.26
serico412	AMA	AMA	1	1	0.68	0.28	0.975	0.875	0.72	0.152	9	1.271	0.26	0.22	0.868	0.961	0.66	0.96	1.04	0.72	102.56	68	72	0.1	15.2	0.4	10
serico413	AMA	AMA	1.08	1.12	0.74	0.28	1.08	0.92	0.75	0.175	9	1.364	0.3	0.275	1.05	1.147	0.775	1.125	1.225	0.75	100	68.52	69.44	0.16	16.2	0.46	14.81
serico414	AMA	AMA	1.125	1.15	0.784	0.288	1.116	0.992	0.8	0.189	10	1.488	0.325	0.288	1.08	1.28	0.8	1.16	1.28	0.8	100.81	69.69	71.11	0.12	16.8	0.5	11.02
serico415	AMA	AMA	1.125	1.125	0.672	0.24	1.05	0.95	0.744	0.135	9	1.375	0.275	0.25	0.93	1.178	0.675	1.025	1.15	0.725	107.14	59.73	66.13	0.1	12	0.43	8.89
serico416	AMA	AMA	1.1	1.125	0.72	0.24	1.05	0.95	0.75	0.175	10	1.4	0.28	0.2	0.992	1.2	0.68	1.05	1.2	0.72	104.76	65.45	68.18	0.1	15.91	0.48	9.09
serico417	AMA	AMA	1.085	1.085	0.72	0.272	1.054	0.961	0.806	0.192	10	1.395	0.336	0.24	1.04	1.16	0.75	1.054	1.209	0.713	102.94	66.36	74.29	0.09	17.7	0.45	8.57
serico418	AMA	AMA	1.16	1.2	0.78	0.28	1.085	0.961	0.84	0.2	10	1.48	0.325	0.225	1.023	1.24	0.76	1.085	1.24	0.775	106.91	67.24	72.41	0.12	17.24	0.5	10.69
serico419	AMA	AMA	1.147	1.147	0.8	0.3	1.085	0.961	0.775	0.189	10	1.5	0.3	0.225	1.054	1.275	0.78	1.116	1.271	0.806	105.71	69.75	67.57	0.12	16.48	0.5	10.81
serico420	AMA	AMA	1.085	1.085	0.76	0.26	1.085	0.93	0.744	0.18	11	1.426	0.279	0.248	1.054	1.25	0.8	1.085	1.209	0.75	100	70.05	68.57	0.16	16.59	0.5	14.29
serico421	AMA	AMA	1.116	1.116	0.768	0.3	1.125	1	0.775	0.184	8	1.44	0.3	0.26	1.054	1.147	0.7	1.085	1.178	0.8	99.2	68.82	69.44	0.13	16.49	0.47	11.2
serico422	AMA	AMA	1.023	1.054	0.72	0.26	1.025	0.925	0.768	0.175	10	1.364	0.22	0.24	0.975	1.14	0.625	1.05	1.15	0.75	99.8	70.38	75.07	0.1	17.11	0.46	9.78
serico423	AMA	AMA	1.1	1.125	0.72	0.24	1.05	0.925	0.8	0.18	11	1.395	0.3	0.25	1	1.18	0.66	1.12	1.2	0.8	104.76	65.45	72.73	0.13	16.36	0.48	11.36
serico424	AMA	AMA	1.125	1.125	0.736	0.272	1.075	0.975	0.775	0.18	10	1.4	0.31	0.248	0.92	1.2	0.768	1.1	1.2	0.72	104.65	65.42	68.89	0.1	16	0.46	8.89
serico425	AMA	AMA	1.054	1.054	0.72	0.28	1.025	0.925	0.775	0.189	8	1.395	0.28	0.24	0.92	1.25	0.76	1.04	1.16	0.75	102.83	68.31	73.53	0.1	17.93	0.44	9.49
serico426	AMA	AMA	0.992	0.992	0.68	0.26	1	0.9	0.682	0.171	10	1.275	0.25	0.2	0.875	1.16	0.7	0.95	1.1	0.75	99.2	68.55	68.75	0.1	17.24	0.42	10.08
serico427	AMA_SM	AMA	1	1.025	0.688	0.275	0.95	0.85	0.75	0.16	8	1.24	0.3	0.24	0.868	1.06	0.6	0.96	1.1	0.7	105.26	68.8	75	0.1	16	0.41	10
serico428	AMA_SM	AMA	0.94	0.96	0.624	0.224	0.9	0.82	0.68	0.154	9	1.225	0.25	0.2	0.85	1	0.6	0.94	1	0.62	104.44	66.38	72.34	0.08	16.38	0.4	8.51
serico429	AMA_SM	AMA	1.025	1.075	0.7	0.26	0.975	0.875	0.7	0.176	9	1.302	0.3	0.22	0.925	1.1	0.675	1.02	1.1	0.72	105.13	68.29	68.29	0.1	17.17	0.44	9.76
serico430	AMA_SM	AMA	1	1.02	0.64	0.24	0.95	0.85	0.7	0.19	9	1.24	0.25	0.2	0.868	0.992	0.62	0.961	1.023	0.682	105.26	64	70	0.1	19	0.4	10
serico431	AMA_SM	AMA	0.975	0.975	0.62	0.24	0.9	0.825	0.65	0.152	8	1.209	0.224	0.22	0.84	1.024	0.6	0.92	1	0.64	108.33	63.59	66.67	0.08	15.59	0.38	7.69
serico432	AMA_SM	AMA	1.125	1.125	0.736	0.256	1.023	0.93	0.78	0.175	10	1.364	0.3	0.2	0.975	1.25	0.75	1.05	1.2	0.75	109.97	65.42	69.33	0.09	15.56	0.48	8.27
serico433	AMA_SM	AMA	0.975	0.95	0.6	0.224	0.88	0.82	0.7	0.135	10	1.24	0.22	0.18	0.775	1.04	0.58	0.825	0.975	0.6	110.8	61.54	71.79	0.06	13.85	0.38	6.15
serico434	AMA_SM	AMA	1.1	1.125	0.7	0.26	1.023	0.899	0.744	0.154	NA	1.302	0.279	0.248	0.92	1.184	0.7	1.04	1.16	0.8	107.53	63.64	67.64	0.12	14	0.44	11.27
serico435	AMA_SM	AMA	1.12	1.14	0.74	0.26	1.054	0.93	0.78	0.176	10	1.48	0.279	0.217	0.992	1.16	0.775	1.08	1.2	0.84	106.26	66.07	69.64	0.12	15.71	0.48	11.07
serico436	AMA_SM	AMA	1.025	1.025	0.66	0.243	0.975	0.875	0.682	0.196	10	1.271	0.279	0.217	0.93	1.12	0.7	0.96	1.08	0.68	105.13	64.39	66.54	0.1	19.12	0.42	9.76
serico437	AMA_SM	AMA	1.12	1.14	0.75	0.225	1.1	0.975	0.84	0.162	10	1.426	0.279	0.224	1.12	1.25	0.752	1.08	1.24	0.8	101.82	66.96	75	0.13	14.46	0.53	11.16
serico438	AMA_SM	AMA	1.025	1.075	0.72	0.3	1.025	0.975	0.8	0.176	9	1.36	0.32	0.24	1	1.18	0.72	1.08	1.16	0.8	100	70.24	78.05	0.05	17.17	0.42	4.88
serico439	AMA_SM	AMA	0.9	0.9	0.56	0.224	0.84	0.78	0.66	0.15	8	1.147	0.279	0.16	0.8	0.925	0.575	0.84	0.94	0.62	107.14	62.22	73.33	0.06	16.67	0.34	6.67
serico440	AMA_SM	AMA	0.88	0.88	0.56	0.192	0.82	0.76	0.65	0.108	7	1.14	0.26	0.175	0.78	0.98	0.576	0.82	0.92	0.58	NA	63.64	73.86	0.06	12.27	0.37	6.82
serico441	AMA_SM	AMA	1.05	1.05	0.7	0.24	0.992	0.899	0.713	0.182	10	1.302	0.279	0.248	0.868	1.147	0.651	1	1.12	0.74	105.85	66.67	67.9	0.09	17.33	0.46	8.86
serico442	SAU	SAU	0.98	NA	0.672	0.24	0.961	0.868	0.725	0.144	NA	1.35	0.25	0.2	0.837	1.125	0.76	1	1.125	0.7	101.98	68.57	73.98	0.09	14.69	0.43	9.49
serico443	SAU	SAU	1.023	1.023	0.688	0.272	1.023	0.93	0.75	0.16	9	1.4	0.304	0.176	1	1.085	0.775	0.93	1.147	0.7	100	67.25	73.31	0.09	15.64	0.42	9.09
serico444	SAU	SAU	0.992	1.023	0.7	0.256	1.05	0.95	0.682	0.153	NA	1.4	0.275	0.2	0.961	1.116	0.775	1.054	1.178	0.76	94.48	70.56	68.75	0.1	15.42	0.44	10.08
serico445	SAU	SAU	1.175	1.2	0.84	0.32	1.125	1	0.825	0.168	NA	1.519	0.35	0.192	1.025	1.3	0.8	1.2	1.28	0.8	104.44	71.49	70.21	0.13	14.3	0.52	10.64
serico446	SAU	SAU	1.175	1.2	0.82	0.32	1.1	1	0.775	0.18	NA	1.519	0.36	0.24	1.023	1.3	0.784	1.178	1.271	0.775	106.82	69.79	65.96	0.1	15.32	0.5	8.51
serico447	SAU	SAU	0.95	0.975	0.64	0.272	0.925	0.8	0.651	0.161	NA	1.209	0.28	0.22	0.837	0.93	0.7	0.96	1.06	0.66	102.7	67.37	68.53	0.13	16.95	0.37	13.16
serico448	SAU	SAU	0.975	1	0.64	0.256	0.95	0.85	0.675	0.144	9	1.225	0.275	0.25	0.88	1.025	0.682	0.96	1.08	0.66	102.63	65.64	69.23	0.1	14.77	0.38	10.26
serico449	SAU	SAU	1	1	0.68	0.28	0.93	0.806	0.651	0.153	8	1.225	0.3	0.225	0.868	0.96	0.744	1	1.08	0.72	107.53	68	65.1	0.12	15.3	0.4	12.4
serico450	SAU	SAU	0.93	0.93	0.66	0.24	0.925	0.825	0.651	0.16	9	1.25	0.31	0.186	0.775	0.93	0.72	0.98	1.08	0.64	100.54	70.97	70	0.1	17.2	0.42	10.75
serico451	SAU	SAU	0.9	0.912	0.64	0.208	0.9	0.8	0.65	0.144	8	1.147	0.24	0.18	0.84	0.96	0.672	0.9	1.225	0.64	100	71.11	72.22	0.1	16	0.43	11.11
serico452	SAU	SAU	0.96	0.96	0.64	0.24	0.9	0.82	0.7	0.135	9	1.28	0.24	0.24	0.88	0.975	0.682	0.96	1.08	0.675	106.67	66.67	72.92	0.08	14.06	0.4	8.33
serico453	SAU	SAU	0.93	0.961	0.64	0.24	0.925	0.825	0.675	0.144	8	1.178	0.25	0.2	0.85	1	0.725	0.93	1.23	0.7	100.54	68.82	72.58	0.1	15.48	0.4	10.75
serico454	SAU	SAU	1.023	1.023	0.68	0.26	0.975	0.875	0.725	0.176	NA	1.325	0.275	0.25	0.899	1.1	0.76	0.961	1.085	0.7	104.92	66.47	70.87	0.1	17.2	0.42	9.78
serico455	SAU	SAU	0.961	0.992	0.64	0.22	0.975	0.9	0.682	0.168	NA	1.302	0.275	0.225	0.9	1.054	0.76	0.961	1.054	0.675	98.56	66.6	70.97	0.08	17.48	0.42	7.8
serico456	SAU	SAU	0.95	0.95	0.656	0.272	0.925	0.825	0.675	0.161	NA	1.25	0.3	0.225	0.875	1.054	0.72	0.94	1.04	0.68	102.7	69.05	71.05	0.1	16.95	0.38	10.53
serico457	SAU	SAU	0.9	0.9	0.592	0.256	0.84	0.8	0.62	0.144	NA	1.175	0.28	0.22	0.713	1	0.64	0.9	0.92	0.6	107.14	65.78	68.89	0.04	16	0.34	4.44
serico458	SAU	SAU	0.9	0.9	0.592	0.224	0.85	0.775	0.625	0.147	NA	1.16	0.24	0.18	0.8	0.961	0.608	0.9	0.96	0.62	105.88	65.78	69.44	0.08	16.33	0.37	8.33
serico459	SAU	SAU	0.92	0.92	0.592	0.256	0.875	0.8	0.65	0.147	NA	1.175	0.248	0.2	0.75	0.961	0.675	0.899	0.975	0.65	105.14	64.35	70.65	0.08	15.98	0.34	8.15
serico460	SAU	SAU	0.93	0.93	0.64	0.22	0.9	0.825	0.65	0.135	NA	1.24	0.25	0.2	0.8	1.023	0.675	0.96	1.02	0.64	103.33	68.82	69.89	0.08	14.52	0.42	8.06
serico461	SAU	SAU	0.95	0.95	0.66	0.24	0.899	0.806	0.675	0.144	NA	1.24	0.275	0.2	0.775	1.04	0.68	0.899	0.992	0.625	105.67	69.47	71.05	0.09	15.16	0.42	9.79
serico462	SAU	SAU	0.9	0.875	0.6	0.22	0.86	0.78	0.65	0.144	NA	1.1	0.275	0.225	0.7	0.975	0.65	0.9	0.96	0.6	104.65	66.67	72.22	0.08	16	0.38	8.89
serico463	SAU	SAU	1.054	1.054	0.72	0.28	1.05	0.925	0.775	0.184	9	1.395	0.31	0.248	0.899	1.175	0.775	1.023	1.147	0.72	100.38	68.31	73.53	0.13	17.46	0.44	11.86
serico464	SAU	SAU	1.054	1.085	0.72	0.275	1.023	0.899	0.744	0.168	8	1.395	0.275	0.25	1.04	1.2	0.825	1.085	1.178	0.775	103.03	68.31	70.59	0.12	15.94	0.45	11.76
serico465	SAU	SAU	1.05	1.05	0.75	0.28	1	0.875	0.75	0.1368	9	1.271	0.3	0.24	0.837	1.08	0.775	1.085	1.178	0.7	105	71.43	71.43	0.13	13.03	0.47	11.9
serico466	SAU	SAU	1.025	1.025	0.72	0.22	1	0.875	0.725	0.16	NA	1.302	0.275	0.225	0.899	1.085	0.736	1.085	1.12	0.7	102.5	70.24	70.73	0.13	15.61	0.5	12.2
serico467	SAU	SAU	1.075	1.075	0.7	0.26	1.025	0.9	0.713	0.16	10	1.36	0.275	0.2	0.93	1.16	0.806	1.08	1.16	0.72	104.88	65.12	66.33	0.13	14.88	0.44	11.63
serico468	SAU	SAU	1.075	1.075	0.7	0.26	1	0.875	0.713	0.16	8	1.4	0.32	0.24	0.88	1.085	0.75	1.1	1.175	0.7	107.5	65.12	66.33	0.13	14.88	0.44	11.63
serico469	SAU	SAU	1	1	0.656	0.224	0.95	0.85	0.725	0.16	7	1.32	0.275	0.2	0.88	1.054	0.713	0.975	1.05	0.65	105.26	65.6	72.5	0.1	16	0.43	10
serico470	SAU	SAU	1.054	1.054	0.76	0.272	0.992	0.868	0.75	0.144	NA	1.333	0.279	0.248	0.961	1.116	0.775	1.054	1.147	0.76	106.25	72.11	71.16	0.12	13.66	0.49	11.76
serico471	SAU	SAU	1	1.025	0.7	0.28	0.975	0.85	0.682	0.168	8	1.271	0.3	0.25	0.93	1.15	0.775	1	1.125	0.672	102.56	70	68.2	0.13	16.8	0.42	12.5
serico472	SAU	SAU	0.992	1.023	0.68	0.272	0.93	0.837	0.72	0.14	8	1.302	0.26	0.22	0.899	1.1	0.725	1	1.085	0.651	106.67	68.55	72.58	0.09	14.11	0.41	9.38
serico473	SAU	SAU	0.992	1.023	0.704	0.272	0.961	0.868	0.713	0.144	8	1.32	0.275	0.225	0.85	1.125	0.775	1	1.12	0.656	103.23	70.97	71.88	0.09	14.52	0.43	9.38
serico474	SAU	SAU	1.025	1.05	0.7	0.24	0.975	0.875	0.75	0.168	9	1.36	0.24	0.24	0.88	1.14	0.8	1.023	1.116	0.713	105.13	68.29	73.17	0.1	16.39	0.46	9.76
serico475	SAU	SAU	0.975	1	0.64	0.224	0.93	0.837	0.682	0.144	8	1.32	0.24	0.2	0.875	1.08	0.675	0.93	1.023	0.65	104.84	65.64	69.95	0.09	14.77	0.42	9.54
serico476	SAU	SAU	1.04	1.06	0.7	0.26	1	0.875	0.75	0.16	NA	1.302	0.31	0.248	0.868	1.16	0.78	1.04	1.16	0.76	104	67.31	72.12	0.13	15.38	0.44	12.02
serico477	SAU	SAU	1.025	1.05	0.72	0.26	0.961	0.837	0.713	0.168	NA	1.302	0.279	0.225	0.93	1.116	0.775	1.04	1.16	0.76	106.66	70.24	69.56	0.12	16.39	0.46	12.1
serico478	SAU	SAU	0.95	0.95	0.624	0.24	0.925	0.825	0.675	0.16	NA	1.175	0.224	0.192	0.825	0.975	0.651	0.875	1.05	0.62	102.7	65.68	71.05	0.1	16.84	0.38	10.53
serico479	SAU	SAU	0.975	1	0.66	0.28	0.975	0.837	0.65	0.16	NA	1.3	0.275	0.2	0.9	1.05	0.713	0.975	1.075	0.65	100	67.69	66.67	0.14	16.41	0.38	14.15
serico480	SAU	SAU	0.961	0.961	0.66	0.24	1	0.9	0.725	0.175	NA	1.271	0.3	0.2	0.875	1.025	0.713	0.961	1.085	0.66	96.1	68.68	75.44	0.1	18.21	0.42	10.41
serico481	SAU	SAU	0.98	1	0.625	0.216	0.92	0.82	0.7	0.161	8	1.275	0.275	0.192	0.875	1.06	0.675	0.96	1.04	0.68	106.52	63.78	71.43	0.1	16.43	0.41	10.2
serico482	SAU	SAU	0.975	1	0.66	0.24	0.95	0.85	0.7	0.144	NA	1.271	0.25	0.2	0.9	1.054	0.744	0.96	1.04	0.72	102.63	67.69	71.79	0.1	14.77	0.42	10.26
serico483	SAU	SAU	0.93	0.93	0.64	0.24	0.9	0.825	0.7	0.16	NA	1.209	0.279	0.217	0.88	1.04	0.704	0.925	1.05	0.65	103.33	68.82	75.27	0.08	17.2	0.4	8.06
serico484	SAU	SAU	1.075	1.1	0.704	0.272	1.025	0.925	0.75	0.153	NA	1.44	0.275	0.225	1	1.116	0.8	1.1	1.225	0.725	104.88	65.49	69.77	0.1	14.23	0.43	9.3
serico485	SAU	SAU	1.025	1.025	0.704	0.24	1	0.9	0.75	0.144	NA	1.3	0.3	0.225	0.93	1.125	0.76	1	1.125	0.7	102.5	68.68	73.17	0.1	14.05	0.46	9.76
serico486	SAU	SAU	1.15	1.15	0.72	0.288	1.025	0.925	0.85	0.175	9	1.395	0.35	0.18	1.125	1.1	0.806	1.116	1.209	0.775	112.2	62.61	73.91	0.1	15.22	0.43	8.7
serico487	SAU	SAU	1.075	1.075	0.72	0.272	0.992	0.899	0.78	0.168	9	1.36	0.26	0.18	0.975	1.178	0.713	1.054	1.085	0.75	108.37	66.98	72.56	NA	15.63	0.45	NA
serico488	SAU	SAU	1	0.98	0.704	0.24	0.975	0.875	0.725	0.168	NA	1.209	0.3	0.18	0.875	1.1	0.744	1	1.1	0.625	102.56	70.4	72.5	NA	16.8	0.46	NA
serico489	SAU	SAU	1	1	0.688	0.24	0.96	0.86	0.675	0.15	NA	1.271	0.26	0.18	0.9	0.92	0.76	1	0.975	0.725	104.17	68.8	67.5	NA	15	0.45	NA
serico490	SAU	SAU	0.88	0.88	0.592	0.192	0.84	0.76	0.62	0.117	NA	1.15	0.25	0.15	0.713	0.88	0.64	0.816	0.944	0.56	104.76	67.27	70.45	NA	13.3	0.4	NA
serico491	SAU_SM	SAU	1.1	1.1	0.768	0.304	0.992	0.868	0.76	0.175	9	1.364	0.31	0.186	1.04	1.24	0.68	1.025	1.225	0.7	110.89	69.82	69.09	0.12	15.91	0.46	11.27
serico492	SAU_SM	SAU	1.1	1.1	0.75	0.3	1.116	0.992	0.775	0.16	9	1.426	0.256	0.24	0.961	1.34	0.725	1.1	1.25	0.775	98.57	68.18	70.45	0.12	14.55	0.45	11.27
serico493	SAU_SM	SAU	1.025	1.025	0.704	0.272	1.025	0.925	0.78	0.153	9	1.375	0.208	0.224	0.925	1.28	0.64	0.961	1.116	0.682	100	68.68	76.1	0.1	14.93	0.43	9.76
serico494	SAU_SM	SAU	0.975	0.975	0.66	0.28	0.95	0.9	0.75	0.152	NA	1.325	0.24	0.176	0.875	1.12	0.64	0.93	1.075	0.675	102.63	67.69	76.92	0.05	15.59	0.38	5.13
serico495	SAU_SM	SAU	1.054	1.054	0.75	0.3	1.025	0.975	0.744	0.153	11	1.395	0.288	0.192	0.925	1.209	0.72	1.023	1.147	0.675	102.83	71.16	70.59	0.05	14.52	0.45	4.74
serico496	SAU_SM	SAU	1.054	1.085	0.76	0.32	1.05	0.95	0.8	0.153	NA	1.333	0.31	0.217	1	1.24	0.72	1.054	1.178	0.744	100.38	72.11	75.9	0.1	14.52	0.44	9.49
serico497	SAU_SM	SAU	1.054	1.054	0.736	0.304	0.992	0.899	0.744	0.16	NA	1.4	0.275	0.225	0.975	1.2	0.72	1.023	1.147	0.713	106.25	69.83	70.59	0.09	15.18	0.43	8.82
serico498	SAU_SM	SAU	1.075	1.025	0.74	0.32	0.992	0.93	0.744	0.152	8	1.364	0.35	0.2	0.961	1.2	0.7	1.054	1.147	0.7	108.37	68.84	69.21	0.06	14.14	0.42	5.77
serico499	SAU_SM	SAU	1.175	1.2	0.85	0.325	1.125	1.025	0.86	0.182	NA	1.519	0.304	0.24	1.023	1.35	0.8	1.2	1.325	0.825	104.44	72.34	73.19	0.1	15.49	0.53	8.51
serico500	SAU_SM	SAU	1.125	1.125	0.8	0.28	1.08	1	0.775	0.153	NA	1.457	0.36	0.22	0.961	1.275	0.78	1.1	1.275	0.75	104.17	71.11	68.89	0.08	13.6	0.52	7.11
serico501	SAU_SM	SAU	1.116	1.116	0.8	0.3	1.075	1	0.8	0.16	9	1.488	0.279	0.25	1	1.178	0.775	1.1	1.28	0.64	103.81	71.68	71.68	0.08	14.34	0.5	6.72
serico502	SAU_SM	SAU	1.05	1.05	0.725	0.3	1	0.925	0.75	0.175	NA	1.333	0.275	0.2	0.95	1.147	0.74	1	1.125	0.55	105	69.05	71.43	0.08	16.67	0.43	7.14
serico503	SAU_SM	SAU	1.116	1.116	0.8	0.288	1.054	0.961	0.775	0.162	9	1.44	0.36	0.22	1.025	1.36	0.76	1.147	1.24	0.744	105.88	71.68	69.44	0.09	14.52	0.51	8.33
serico504	SAU_SM	SAU	1.1	1.1	0.768	0.304	1.05	0.975	0.775	0.152	NA	1.426	0.25	0.2	0.925	1.26	0.76	1.1	1.25	0.725	104.76	69.82	70.45	0.08	13.82	0.46	6.82
serico505	SAU_SM	SAU	1.147	1.147	0.784	0.304	1.116	1.023	0.806	0.162	NA	1.48	0.341	0.186	1.054	1.375	0.775	1.178	1.271	0.8	102.78	68.35	70.27	0.09	14.12	0.48	8.11
serico506	SAU_SM	SAU	1.075	1.075	0.736	0.304	0.992	0.93	0.75	0.135	NA	1.36	0.25	0.175	0.95	1.2	0.725	1.075	1.175	0.75	108.37	68.47	NA	0.06	NA	0.43	5.77
serico507	SAU_SM	SAU	1.209	1.209	0.85	0.36	1.147	1.075	0.84	0.16	NA	1.64	0.375	0.26	1.023	1.3	0.85	1.32	1.56	0.84	105.41	70.31	69.48	0.07	13.23	0.49	5.77
serico508	SAU_SM	SAU	1.225	1.225	0.84	0.32	1.116	0.992	0.85	0.184	NA	1.519	0.341	0.24	1.08	1.302	0.806	1.25	1.375	0.825	109.77	68.57	69.39	0.12	15.02	0.52	10.12
